"SEXO","EDAD","TAMUNI","INGRESHOG","TARHOGENTREV_HH","HIJOMENOR","SITLAB","NIVELESTENTREV","GRADACDISC","GRADODESIGUALDAD","VALSALARIOS","VALPOSASC","VALOPEMP","ESCFEMINIS","ESCIDEOL","RELIGION","CUIDADOHIJOS_HH","RECUVOTOG","NIVELESTENTREV_imp","GRADACDISC_imp","GRADODESIGUALDAD_imp","VALSALARIOS_imp","VALPOSASC_imp","VALOPEMP_imp","TARHOGENTREV_HH_media","ESCIDEOL_media","ESCFEMINIS_MEDIA"
"Hombre",67,"100001-400000 habitantes","1801-2700€",0,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Educación secundaria","Poco de acuerdo","Pequeñas","Peor","Igual","Mejor",4,1,"Católico/a no practicante",NA,NA,"Educación secundaria","Poco de acuerdo","Pequeñas","Peor","Igual","Mejor",0,1,4
"Mujer",35,"100001-400000 habitantes","3901-5000€",2,"Tiene hijos/as menores","Trabaja","Máster oficial","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",9,2,"Ateo/a",3,"SUMAR (Podemos, IU, Más País, etc.)","Máster oficial","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",2,2,9
"Hombre",62,"100001-400000 habitantes","1801-2700€",2,"Ninguno","En paro, ha trabajado antes","FP grado superior","Poco de acuerdo","Bastante grandes","Peor","Peor","Igual",6,NA,"Indiferente, no creyente",NA,"N.C.","FP grado superior","Poco de acuerdo","Bastante grandes","Peor","Peor","Igual",2,4.77000264061262,6
"Hombre",57,"100001-400000 habitantes","Más de 5000€",0,"Ninguno","Trabaja","Doctorado","Bastante de acuerdo","Casi inexistentes","Peor","Igual","Igual",8,3,"Ateo/a",NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Doctorado","Bastante de acuerdo","Casi inexistentes","Peor","Igual","Igual",0,3,8
"Mujer",22,"100001-400000 habitantes","1100-1800€",1,"Ninguno","Trabaja","Grado universitario","Regular","Bastante grandes","Peor","Peor","Igual",9,4,"Indiferente, no creyente",NA,"En blanco","Grado universitario","Regular","Bastante grandes","Peor","Peor","Igual",1,4,9
"Hombre",48,"100001-400000 habitantes","1100-1800€",1,"Tiene hijos/as menores","Trabaja","Educación secundaria","Poco de acuerdo","Muy grandes","Peor","Peor","Igual",0,NA,"Ateo/a",2,"VOX","Educación secundaria","Poco de acuerdo","Muy grandes","Peor","Peor","Igual",1,4.77000264061262,0
"Mujer",61,"100001-400000 habitantes","3901-5000€",2,"Ninguno","Trabaja","Licenciatura","Poco de acuerdo","Pequeñas","Peor","Peor","Igual",7,4,"Agnóstico/a",NA,"PP","Licenciatura","Poco de acuerdo","Pequeñas","Peor","Peor","Igual",2,4,7
"Hombre",51,"100001-400000 habitantes","2701-3900€",1,"Tiene hijos/as menores","Trabaja","FP grado superior","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",8,4,"Ateo/a",1,"SUMAR (Podemos, IU, Más País, etc.)","FP grado superior","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",1,4,8
"Hombre",24,"100001-400000 habitantes","Menos de 1100€",3,"Ninguno","En paro, ha trabajado antes","Bachillerato","Poco de acuerdo","Bastante grandes","Igual","Peor",NA,7,1,"Ateo/a",NA,"SUMAR (Podemos, IU, Más País, etc.)","Bachillerato","Poco de acuerdo","Bastante grandes","Igual","Peor","Peor",3,1,7
"Hombre",67,"100001-400000 habitantes","1100-1800€",2,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Bachillerato","Muy de acuerdo","Pequeñas","Igual","Igual","Mejor",0,8,NA,NA,NA,"Bachillerato","Muy de acuerdo","Pequeñas","Igual","Igual","Mejor",2,8,0
"Hombre",57,"100001-400000 habitantes","Menos de 1100€",NA,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Educación secundaria","Muy de acuerdo","Bastante grandes","Peor","Igual","Igual",7,5,"Católico/a no practicante",NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Educación secundaria","Muy de acuerdo","Bastante grandes","Peor","Igual","Igual",2.28715767083223,5,7
"Hombre",25,"100001-400000 habitantes","2701-3900€",1,"Ninguno","Trabaja","Arquitectura/ingeniería","Regular",NA,"Igual","Igual","Igual",6,5,"Indiferente, no creyente",NA,"N.C.","Arquitectura/ingeniería","Regular","Bastante grandes","Igual","Igual","Igual",1,5,6
"Mujer",53,"100001-400000 habitantes","Más de 5000€",0,"Ninguno","Trabaja",NA,"Muy de acuerdo","Muy grandes","Peor","Peor","Peor",10,5,"Creyente de otra religión",NA,NA,"Licenciatura","Muy de acuerdo","Muy grandes","Peor","Peor","Peor",0,5,10
"Hombre",80,"100001-400000 habitantes","3901-5000€",0,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Licenciatura","Muy de acuerdo","Pequeñas","Igual","Igual","Peor",7,7,"Católico/a no practicante",NA,"PP","Licenciatura","Muy de acuerdo","Pequeñas","Igual","Igual","Peor",0,7,7
"Hombre",75,"100001-400000 habitantes","3901-5000€",2,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Diplomaturas oficiales","Bastante de acuerdo","Pequeñas","Peor","Igual","Igual",7,7,"Católico/a practicante",NA,"PP","Diplomaturas oficiales","Bastante de acuerdo","Pequeñas","Peor","Igual","Igual",2,7,7
"Mujer",33,"100001-400000 habitantes","3901-5000€",1,"Tiene hijos/as menores","Trabaja","Licenciatura","Nada de acuerdo","Bastante grandes","Peor","Peor","Igual",8,3,"Católico/a no practicante",4,"SUMAR (Podemos, IU, Más País, etc.)","Licenciatura","Nada de acuerdo","Bastante grandes","Peor","Peor","Igual",1,3,8
"Mujer",16,"100001-400000 habitantes","3901-5000€",2,"Ninguno","Estudiante","Educación secundaria","Nada de acuerdo","Bastante grandes","Peor","Igual","Igual",7,2,"Ateo/a",NA,NA,"Educación secundaria","Nada de acuerdo","Bastante grandes","Peor","Igual","Igual",2,2,7
"Mujer",76,"100001-400000 habitantes","2701-3900€",3,"Ninguno","Trabajo doméstico no remunerado","Educación secundaria","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",5,1,"Agnóstico/a",NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Educación secundaria","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",3,1,5
"Mujer",49,"2001-10000 habitantes",NA,3,"Tiene hijos/as menores","Trabaja","Doctorado","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",10,3,"Agnóstico/a",5,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Doctorado","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",3,3,10
"Mujer",83,"≤2000 habitantes","Menos de 1100€",2,"Ninguno","Pensionista (no ha trabajado)","Primaria",NA,NA,NA,"Igual","Igual",10,NA,"Católico/a no practicante",NA,"PP","Primaria","Nada de acuerdo","Bastante grandes","Peor","Igual","Igual",2,4.77000264061262,10
"Hombre",78,"10001-50000 habitantes","1100-1800€",2,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Primaria","Bastante de acuerdo","Muy grandes","Mejor","Mejor","Mejor",0,10,"Católico/a practicante",NA,"PP","Primaria","Bastante de acuerdo","Muy grandes","Mejor","Mejor","Mejor",2,10,0
"Mujer",44,"10001-50000 habitantes","2701-3900€",3,"Tiene hijos/as menores","Trabaja","Máster oficial","Muy de acuerdo","Pequeñas","Igual","Igual","Igual",5,6,"Católico/a practicante",5,NA,"Máster oficial","Muy de acuerdo","Pequeñas","Igual","Igual","Igual",3,6,5
"Hombre",23,"10001-50000 habitantes",NA,0,"Ninguno","Estudiante","Grado universitario","Poco de acuerdo","Casi inexistentes","Igual","Mejor","Igual",8,3,"Ateo/a",NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Grado universitario","Poco de acuerdo","Casi inexistentes","Igual","Mejor","Igual",0,3,8
"Hombre",68,"10001-50000 habitantes","Más de 5000€",4,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Diplomaturas oficiales","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",9,1,"Agnóstico/a",NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Diplomaturas oficiales","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",4,1,9
"Mujer",32,"10001-50000 habitantes","Más de 5000€",2,"Tiene hijos/as menores","Trabaja","Grado universitario","Poco de acuerdo","Pequeñas","Igual","Mejor","Igual",6,10,"Creyente de otra religión",9,NA,"Grado universitario","Poco de acuerdo","Pequeñas","Igual","Mejor","Igual",2,10,6
"Hombre",78,"2001-10000 habitantes","Menos de 1100€",4,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Primaria","Bastante de acuerdo","Casi inexistentes",NA,NA,"Igual",0,NA,"Católico/a no practicante",NA,"N.C.","Primaria","Bastante de acuerdo","Casi inexistentes","Peor","Peor","Igual",4,4.77000264061262,0
"Hombre",77,"≤2000 habitantes",NA,0,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Primaria","Nada de acuerdo","Bastante grandes","Igual","Peor",NA,5,5,"Católico/a no practicante",NA,"N.C.","Primaria","Nada de acuerdo","Bastante grandes","Igual","Peor","Peor",0,5,5
"Hombre",61,"10001-50000 habitantes","3901-5000€",0,"Ninguno","Trabaja","Arquitectura/ingeniería","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",7,2,"Ateo/a",NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Arquitectura/ingeniería","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",0,2,7
"Mujer",80,"10001-50000 habitantes","1100-1800€",6,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Educación secundaria","Nada de acuerdo","Bastante grandes","Peor","Peor","Igual",9,1,"Agnóstico/a",NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Educación secundaria","Nada de acuerdo","Bastante grandes","Peor","Peor","Igual",6,1,9
"Hombre",31,"≤2000 habitantes","Menos de 1100€",2,"Ninguno","Trabaja","Máster oficial","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",9,2,"Agnóstico/a",NA,"SUMAR (Podemos, IU, Más País, etc.)","Máster oficial","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",2,2,9
"Hombre",29,"50001-100000 habitantes",NA,2,"Ninguno","Trabaja","Máster oficial","Bastante de acuerdo","Pequeñas","Igual","Igual","Mejor",8,NA,"Agnóstico/a",NA,NA,"Máster oficial","Bastante de acuerdo","Pequeñas","Igual","Igual","Mejor",2,4.77000264061262,8
"Mujer",40,"50001-100000 habitantes","1100-1800€",4,"Tiene hijos/as menores","Trabajo doméstico no remunerado","Arquitectura/ingeniería","Muy de acuerdo","Bastante grandes","Igual","Igual","Igual",8,5,"Católico/a no practicante",6,NA,"Arquitectura/ingeniería","Muy de acuerdo","Bastante grandes","Igual","Igual","Igual",4,5,8
"Hombre",36,"50001-100000 habitantes","3901-5000€",3,"Tiene hijos/as menores","Trabaja","Primaria","Bastante de acuerdo","Casi inexistentes","Igual","Igual","Igual",10,7,"Indiferente, no creyente",3,"PP","Primaria","Bastante de acuerdo","Casi inexistentes","Igual","Igual","Igual",3,7,10
"Mujer",33,"50001-100000 habitantes","2701-3900€",1,"Ninguno","Trabaja","FP básica","Muy de acuerdo","Casi inexistentes","Igual","Mejor","Mejor",5,10,"Católico/a no practicante",NA,"VOX","FP básica","Muy de acuerdo","Casi inexistentes","Igual","Mejor","Mejor",1,10,5
"Mujer",59,"10001-50000 habitantes","2701-3900€",3,"Ninguno","Trabaja","Bachillerato","Nada de acuerdo","Bastante grandes","Mejor","Igual","Peor",10,1,"Agnóstico/a",NA,"SUMAR (Podemos, IU, Más País, etc.)","Bachillerato","Nada de acuerdo","Bastante grandes","Mejor","Igual","Peor",3,1,10
"Hombre",66,"10001-50000 habitantes","3901-5000€",2,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Licenciatura","Nada de acuerdo","Bastante grandes","Peor","Peor","Mejor",7,2,"Ateo/a",NA,"SUMAR (Podemos, IU, Más País, etc.)","Licenciatura","Nada de acuerdo","Bastante grandes","Peor","Peor","Mejor",2,2,7
"Hombre",25,"10001-50000 habitantes","Más de 5000€",2,"Ninguno","Estudiante","FP grado superior","Bastante de acuerdo","Pequeñas","Mejor","Peor","Mejor",2,7,"Indiferente, no creyente",NA,"VOX","FP grado superior","Bastante de acuerdo","Pequeñas","Mejor","Peor","Mejor",2,7,2
"Mujer",46,"10001-50000 habitantes","Menos de 1100€",0,"Ninguno","Otra situación","Primaria","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",NA,7,NA,NA,NA,"Primaria","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",0,7,6.26659908768373
"Mujer",50,"10001-50000 habitantes","1100-1800€",0,"Ninguno","Pensionista (no ha trabajado)","FP grado superior","Bastante de acuerdo","Pequeñas","Igual","Igual","Peor",7,3,"Ateo/a",NA,NA,"FP grado superior","Bastante de acuerdo","Pequeñas","Igual","Igual","Peor",0,3,7
"Hombre",45,"10001-50000 habitantes","Menos de 1100€",0,"Ninguno","Trabaja","Educación secundaria","Nada de acuerdo","Casi inexistentes","Igual","Igual","Peor",0,NA,"Ateo/a",NA,"Voto nulo","Educación secundaria","Nada de acuerdo","Casi inexistentes","Igual","Igual","Peor",0,4.77000264061262,0
"Hombre",24,"10001-50000 habitantes","Más de 5000€",2,"Ninguno","Trabaja","Grado universitario","Poco de acuerdo","Pequeñas","Igual","Mejor","Mejor",8,3,"Ateo/a",NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Grado universitario","Poco de acuerdo","Pequeñas","Igual","Mejor","Mejor",2,3,8
"Mujer",33,"10001-50000 habitantes","3901-5000€",3,"Tiene hijos/as menores","Trabaja","Máster oficial","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",8,5,"Católico/a no practicante",7,"N.C.","Máster oficial","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",3,5,8
"Mujer",44,"2001-10000 habitantes","2701-3900€",3,"Tiene hijos/as menores","Trabaja","FP grado superior","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",5,4,"Indiferente, no creyente",5,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","FP grado superior","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",3,4,5
"Hombre",42,"10001-50000 habitantes","1801-2700€",4,"Ninguno","En paro, ha trabajado antes","Educación secundaria","Poco de acuerdo","Pequeñas","Igual","Igual","Igual",10,10,"Católico/a no practicante",NA,"PP","Educación secundaria","Poco de acuerdo","Pequeñas","Igual","Igual","Igual",4,10,10
"Mujer",26,"10001-50000 habitantes","1100-1800€",3,"Ninguno","En paro, ha trabajado antes","Grado universitario","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",9,3,"Ateo/a",NA,"SUMAR (Podemos, IU, Más País, etc.)","Grado universitario","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",3,3,9
"Hombre",68,"10001-50000 habitantes","1801-2700€",2,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Otros estudios","Nada de acuerdo","Bastante grandes","Peor","Peor","Igual",9,3,"Ateo/a",NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Otros estudios","Nada de acuerdo","Bastante grandes","Peor","Peor","Igual",2,3,9
"Mujer",43,"10001-50000 habitantes","1100-1800€",0,"Ninguno","Otra situación","FP grado superior","Muy de acuerdo","Pequeñas","Igual","Igual","Peor",5,8,"Católico/a no practicante",NA,"PP","FP grado superior","Muy de acuerdo","Pequeñas","Igual","Igual","Peor",0,8,5
"Mujer",48,"10001-50000 habitantes","1801-2700€",1,"Ninguno","Trabaja","FP grado superior","Muy de acuerdo","Casi inexistentes","Igual","Igual","Igual",0,8,"Ateo/a",NA,"VOX","FP grado superior","Muy de acuerdo","Casi inexistentes","Igual","Igual","Igual",1,8,0
"Mujer",19,"10001-50000 habitantes","2701-3900€",0,"Ninguno","Estudiante","Bachillerato","Muy de acuerdo","Pequeñas","Igual","Peor","Igual",4,9,"Católico/a practicante",NA,"VOX","Bachillerato","Muy de acuerdo","Pequeñas","Igual","Peor","Igual",0,9,4
"Hombre",50,"10001-50000 habitantes","1801-2700€",1,"Tiene hijos/as menores","Trabaja","Licenciatura","Muy de acuerdo","Pequeñas","Igual","Igual","Peor",0,8,"Católico/a practicante",1,"VOX","Licenciatura","Muy de acuerdo","Pequeñas","Igual","Igual","Peor",1,8,0
"Hombre",60,"10001-50000 habitantes","1801-2700€",NA,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Educación secundaria","Nada de acuerdo","Pequeñas","Peor","Igual","Igual",8,4,"Ateo/a",NA,"N.C.","Educación secundaria","Nada de acuerdo","Pequeñas","Peor","Igual","Igual",2.28715767083223,4,8
"Hombre",59,"10001-50000 habitantes","1801-2700€",0,"Tiene hijos/as menores","Trabaja","FP grado medio","Poco de acuerdo","Muy grandes","Peor","Peor","Peor",5,10,"Católico/a no practicante",0,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","FP grado medio","Poco de acuerdo","Muy grandes","Peor","Peor","Peor",0,10,5
"Mujer",58,"10001-50000 habitantes","1100-1800€",2,"Ninguno","Trabaja","FP grado medio","Poco de acuerdo","Bastante grandes","Peor","Peor","Igual",7,1,"Ateo/a",NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","FP grado medio","Poco de acuerdo","Bastante grandes","Peor","Peor","Igual",2,1,7
"Hombre",31,"10001-50000 habitantes","1100-1800€",2,"Ninguno","Trabaja","FP grado superior","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",9,1,"Ateo/a",NA,"Otro partido","FP grado superior","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",2,1,9
"Mujer",24,"10001-50000 habitantes","2701-3900€",3,"Ninguno","Trabaja","Máster oficial","Muy de acuerdo","Pequeñas","Igual","Igual","Igual",5,9,"Católico/a practicante",NA,"PP","Máster oficial","Muy de acuerdo","Pequeñas","Igual","Igual","Igual",3,9,5
"Mujer",18,"10001-50000 habitantes","1100-1800€",2,"Ninguno","Estudiante","Educación secundaria","Poco de acuerdo","Bastante grandes","Igual","Igual","Peor",7,7,"Creyente de otra religión",NA,NA,"Educación secundaria","Poco de acuerdo","Bastante grandes","Igual","Igual","Peor",2,7,7
"Mujer",46,"10001-50000 habitantes","2701-3900€",0,"Tiene hijos/as menores","Trabaja","FP grado superior","Nada de acuerdo","Muy grandes","Peor","Peor","Peor",7,5,NA,5,"PP","FP grado superior","Nada de acuerdo","Muy grandes","Peor","Peor","Peor",0,5,7
"Hombre",18,"10001-50000 habitantes","Más de 5000€",2,"Tiene hijos/as menores","Trabaja","FP grado superior","Muy de acuerdo","Pequeñas","Igual","Igual","Mejor",0,1,"Católico/a no practicante",1,"VOX","FP grado superior","Muy de acuerdo","Pequeñas","Igual","Igual","Mejor",2,1,0
"Hombre",23,"10001-50000 habitantes","1100-1800€",1,"Ninguno","Trabaja","FP grado superior","Muy de acuerdo","Casi inexistentes","Igual","Igual","Igual",0,10,"Agnóstico/a",NA,"VOX","FP grado superior","Muy de acuerdo","Casi inexistentes","Igual","Igual","Igual",1,10,0
"Mujer",81,"10001-50000 habitantes","1100-1800€",5,"Ninguno","Pensionista (no ha trabajado)","Bachillerato","Nada de acuerdo","Casi inexistentes","Igual",NA,"Igual",0,10,"Católico/a practicante",NA,"PP","Bachillerato","Nada de acuerdo","Casi inexistentes","Igual","Peor","Igual",5,10,0
"Hombre",49,"2001-10000 habitantes","1801-2700€",0,"Tiene hijos/as menores","Trabaja","FP grado medio","Nada de acuerdo","Bastante grandes","Peor","Igual","Peor",8,2,"Ateo/a",3,"SUMAR (Podemos, IU, Más País, etc.)","FP grado medio","Nada de acuerdo","Bastante grandes","Peor","Igual","Peor",0,2,8
"Hombre",39,"2001-10000 habitantes","3901-5000€",3,"Tiene hijos/as menores","Trabaja","Educación secundaria","Bastante de acuerdo","Casi inexistentes","Igual","Igual",NA,0,NA,"Indiferente, no creyente",3,NA,"Educación secundaria","Bastante de acuerdo","Casi inexistentes","Igual","Igual","Peor",3,4.77000264061262,0
"Mujer",66,"2001-10000 habitantes",NA,0,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Educación secundaria","Bastante de acuerdo","Pequeñas","Peor","Peor","Igual",5,5,"Católico/a practicante",NA,"N.C.","Educación secundaria","Bastante de acuerdo","Pequeñas","Peor","Peor","Igual",0,5,5
"Mujer",67,"≤2000 habitantes","1801-2700€",2,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Licenciatura","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",7,3,"Católico/a no practicante",NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Licenciatura","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",2,3,7
"Hombre",58,"≤2000 habitantes","1100-1800€",1,"Ninguno","Trabaja","Educación secundaria","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",7,1,"Ateo/a",NA,"PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)","Educación secundaria","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",1,1,7
"Mujer",31,"10001-50000 habitantes","1100-1800€",3,"Ninguno","Trabaja","FP grado superior","Poco de acuerdo","Bastante grandes","Peor","Peor","Igual",7,5,"Ateo/a",NA,"N.C.","FP grado superior","Poco de acuerdo","Bastante grandes","Peor","Peor","Igual",3,5,7
"Mujer",34,"10001-50000 habitantes","Más de 5000€",1,"Ninguno","Trabaja","Máster oficial","Muy de acuerdo","Pequeñas","Igual","Igual","Mejor",0,10,"Católico/a no practicante",NA,"N.C.","Máster oficial","Muy de acuerdo","Pequeñas","Igual","Igual","Mejor",1,10,0
"Mujer",37,"10001-50000 habitantes","3901-5000€",1,"Tiene hijos/as menores","Trabaja","FP grado superior","Muy de acuerdo","Pequeñas","Igual","Peor","Peor",10,7,"Ateo/a",3,"PP","FP grado superior","Muy de acuerdo","Pequeñas","Igual","Peor","Peor",1,7,10
"Hombre",65,"10001-50000 habitantes","1100-1800€",2,"Tiene hijos/as menores","Jubilado/a o pensionista (ha trabajado)","Educación secundaria","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",10,NA,"Católico/a no practicante",5,"SUMAR (Podemos, IU, Más País, etc.)","Educación secundaria","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",2,4.77000264061262,10
"Hombre",41,"10001-50000 habitantes","2701-3900€",4,"Ninguno","Trabaja","Licenciatura","Muy de acuerdo","Casi inexistentes","Igual","Igual","Igual",0,10,"Ateo/a",NA,"VOX","Licenciatura","Muy de acuerdo","Casi inexistentes","Igual","Igual","Igual",4,10,0
"Hombre",28,"10001-50000 habitantes","Menos de 1100€",2,"Ninguno","Estudiante","Máster oficial","Nada de acuerdo","Bastante grandes","Peor","Peor","Igual",8,1,"Ateo/a",NA,"SUMAR (Podemos, IU, Más País, etc.)","Máster oficial","Nada de acuerdo","Bastante grandes","Peor","Peor","Igual",2,1,8
"Mujer",41,"10001-50000 habitantes","1100-1800€",2,"Tiene hijos/as menores","Trabaja","FP grado medio","Bastante de acuerdo","Muy grandes","Peor","Igual","Igual",5,8,"Creyente de otra religión",4,"VOX","FP grado medio","Bastante de acuerdo","Muy grandes","Peor","Igual","Igual",2,8,5
"Mujer",78,"10001-50000 habitantes","1100-1800€",4,"Ninguno","Jubilado/a o pensionista (ha trabajado)","FP básica","Bastante de acuerdo","Muy grandes","Peor","Peor","Peor",5,8,"Católico/a no practicante",NA,"PP","FP básica","Bastante de acuerdo","Muy grandes","Peor","Peor","Peor",4,8,5
"Hombre",39,"10001-50000 habitantes","2701-3900€",3,"Tiene hijos/as menores","Trabaja","Arquitectura/ingeniería","Muy de acuerdo","Casi inexistentes","Igual","Igual","Igual",2,7,"Católico/a no practicante",7,"N.C.","Arquitectura/ingeniería","Muy de acuerdo","Casi inexistentes","Igual","Igual","Igual",3,7,2
"Mujer",80,"10001-50000 habitantes","1801-2700€",7,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Educación secundaria","Nada de acuerdo","Pequeñas",NA,"Peor","Igual",5,10,"Católico/a practicante",NA,"PP","Educación secundaria","Nada de acuerdo","Pequeñas","Peor","Peor","Igual",7,10,5
"Mujer",63,"10001-50000 habitantes","3901-5000€",3,"Ninguno","Trabaja","Licenciatura","Bastante de acuerdo","Pequeñas","Igual","Igual","Igual",10,5,"Católico/a no practicante",NA,"N.C.","Licenciatura","Bastante de acuerdo","Pequeñas","Igual","Igual","Igual",3,5,10
"Mujer",60,"10001-50000 habitantes","1100-1800€",6,"Ninguno","Trabajo doméstico no remunerado","Educación secundaria","Muy de acuerdo","Bastante grandes","Peor","Igual","Igual",5,NA,"Ateo/a",NA,NA,"Educación secundaria","Muy de acuerdo","Bastante grandes","Peor","Igual","Igual",6,4.77000264061262,5
"Hombre",77,"10001-50000 habitantes",NA,NA,"Ninguno","Jubilado/a o pensionista (ha trabajado)","FP grado superior","Poco de acuerdo","Pequeñas","Igual","Igual","Igual",5,5,"Indiferente, no creyente",NA,"PP","FP grado superior","Poco de acuerdo","Pequeñas","Igual","Igual","Igual",2.28715767083223,5,5
"Hombre",53,"10001-50000 habitantes","3901-5000€",4,"Ninguno","Trabaja","Bachillerato","Muy de acuerdo","Casi inexistentes","Igual","Igual","Igual",6,8,"Agnóstico/a",NA,"PP","Bachillerato","Muy de acuerdo","Casi inexistentes","Igual","Igual","Igual",4,8,6
"Hombre",47,"10001-50000 habitantes","1100-1800€",3,"Tiene hijos/as menores","Trabaja","FP grado medio","Muy de acuerdo","Casi inexistentes","Igual","Igual","Igual",0,8,"Ateo/a",2,"VOX","FP grado medio","Muy de acuerdo","Casi inexistentes","Igual","Igual","Igual",3,8,0
"Hombre",37,"10001-50000 habitantes","1801-2700€",0,"Ninguno","Trabaja","FP grado medio","Nada de acuerdo","Pequeñas","Igual","Peor","Igual",7,5,"Ateo/a",NA,"SUMAR (Podemos, IU, Más País, etc.)","FP grado medio","Nada de acuerdo","Pequeñas","Igual","Peor","Igual",0,5,7
"Mujer",80,"10001-50000 habitantes","Menos de 1100€",5,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Educación secundaria",NA,NA,NA,NA,"Igual",6,10,"Católico/a practicante",NA,"N.C.","Educación secundaria","Nada de acuerdo","Bastante grandes","Peor","Peor","Igual",5,10,6
"Mujer",52,"≤2000 habitantes","2701-3900€",3,"Ninguno","En paro, ha trabajado antes","Educación secundaria","Bastante de acuerdo","Bastante grandes","Peor","Peor","Peor",7,5,"Indiferente, no creyente",NA,"N.C.","Educación secundaria","Bastante de acuerdo","Bastante grandes","Peor","Peor","Peor",3,5,7
"Hombre",57,"10001-50000 habitantes","1801-2700€",1,"Ninguno","Trabaja","Bachillerato","Poco de acuerdo","Pequeñas","Igual","Peor","Igual",5,7,"Católico/a no practicante",NA,"PP","Bachillerato","Poco de acuerdo","Pequeñas","Igual","Peor","Igual",1,7,5
"Hombre",24,"10001-50000 habitantes","1801-2700€",1,"Ninguno","Trabaja","Máster oficial","Muy de acuerdo","Pequeñas","Igual","Peor","Mejor",2,5,"Agnóstico/a",NA,"PP","Máster oficial","Muy de acuerdo","Pequeñas","Igual","Peor","Mejor",1,5,2
"Mujer",35,"10001-50000 habitantes","2701-3900€",2,"Ninguno","Trabaja","FP grado medio","Nada de acuerdo","Pequeñas","Igual","Igual","Igual",5,5,"Creyente de otra religión",NA,NA,"FP grado medio","Nada de acuerdo","Pequeñas","Igual","Igual","Igual",2,5,5
