"SEXO","EDAD","TAMUNI","INGRESHOG","TARHOGENTREV_HH","HIJOMENOR","SITLAB","NIVELESTENTREV","GRADACDISC","GRADODESIGUALDAD","VALSALARIOS","VALPOSASC","VALOPEMP","ESCFEMINIS","ESCIDEOL","RELIGION","RECUVOTOG"
"Mujer",72,"10001-50000 habitantes","2701-3900€",3,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Bachillerato","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",8,4,"Agnóstico/a","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Mujer",34,"10001-50000 habitantes","2701-3900€",1,"Ninguno","Trabaja","Títulos propios posgrado","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",7,5,"Agnóstico/a","En blanco"
"Mujer",88,"10001-50000 habitantes","Menos de 1100€",5,"Ninguno","Trabajo doméstico no remunerado",NA,"Nada de acuerdo","Muy grandes","Peor","Peor","Peor",6,1,"Agnóstico/a","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Hombre",61,"10001-50000 habitantes","Más de 5000€",1,NA,"Trabaja","Licenciatura","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",7,3,"Indiferente, no creyente","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Mujer",78,"10001-50000 habitantes","1801-2700€",4,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Bachillerato","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",9,5,"Católico/a no practicante","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Mujer",82,"10001-50000 habitantes","1801-2700€",5,"Ninguno","Jubilado/a o pensionista (ha trabajado)","FP grado medio","Poco de acuerdo","Bastante grandes","Peor","Peor",NA,9,3,"Católico/a no practicante","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Mujer",38,"10001-50000 habitantes","1100-1800€",3,"Tiene hijos/as menores","En paro, ha trabajado antes","Bachillerato","Nada de acuerdo","Muy grandes","Peor","Peor","Peor",9,2,"Ateo/a","N.C."
"Mujer",71,"2001-10000 habitantes","1801-2700€",4,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Licenciatura","Nada de acuerdo","Bastante grandes","Peor","Peor","Igual",8,5,"Católico/a no practicante","PP"
"Hombre",35,"10001-50000 habitantes","Más de 5000€",1,"Ninguno","Trabaja","Máster oficial","Poco de acuerdo","Bastante grandes","Peor","Peor","Igual",6,4,"Agnóstico/a","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Mujer",66,"10001-50000 habitantes","2701-3900€",3,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Bachillerato","Poco de acuerdo","Bastante grandes","Peor","Igual","Igual",3,8,"Católico/a no practicante","PP"
"Mujer",26,"10001-50000 habitantes","2701-3900€",2,"Ninguno","Trabaja","Máster oficial","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",8,2,"Ateo/a","ERC (Esquerra Republicana)"
"Hombre",40,"100001-400000 habitantes","2701-3900€",2,"Tiene hijos/as menores","Trabaja","FP grado superior","Poco de acuerdo","Pequeñas","Peor","Peor","Igual",8,2,"Ateo/a","SUMAR (Podemos, IU, Más País, etc.)"
"Mujer",59,"100001-400000 habitantes","Menos de 1100€",5,"Ninguno","En paro, ha trabajado antes","FP grado superior","Poco de acuerdo","Bastante grandes","Peor","Peor","Igual",7,5,"Católico/a no practicante","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Mujer",28,"100001-400000 habitantes","Más de 5000€",3,"Ninguno","Trabaja","Bachillerato","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",9,3,"Indiferente, no creyente","SUMAR (Podemos, IU, Más País, etc.)"
"Hombre",32,"100001-400000 habitantes","2701-3900€",2,"Ninguno","Trabaja","Educación secundaria","Bastante de acuerdo","Muy grandes","Peor","Igual","Mejor",0,5,"Indiferente, no creyente","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Hombre",57,"10001-50000 habitantes","1801-2700€",0,"Ninguno","Trabaja","Educación secundaria","Bastante de acuerdo","Bastante grandes","Igual","Igual","Peor",7,1,"Católico/a no practicante","ERC (Esquerra Republicana)"
"Hombre",64,"10001-50000 habitantes","1801-2700€",0,"Ninguno","Trabaja","Bachillerato","Muy de acuerdo","Casi inexistentes","Igual","Igual","Igual",0,5,"Católico/a no practicante","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Mujer",28,"10001-50000 habitantes","Más de 5000€",2,"Ninguno","Trabaja","Doctorado","Nada de acuerdo","Muy grandes","Peor","Peor","Peor",9,1,"Ateo/a","Otro partido"
"Mujer",61,"10001-50000 habitantes","1801-2700€",8,"Ninguno","Trabajo doméstico no remunerado","FP grado medio","Bastante de acuerdo","Bastante grandes","Peor","Mejor","Peor",8,5,"Católico/a no practicante","JUNTS (Junts per Catalunya)"
"Mujer",52,"10001-50000 habitantes","1100-1800€",8,"Tiene hijos/as menores","En paro, ha trabajado antes","FP grado superior","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",6,1,"Ateo/a","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Mujer",67,"10001-50000 habitantes","1100-1800€",5,"Ninguno","Trabajo doméstico no remunerado","FP grado medio","Muy de acuerdo","Casi inexistentes","Igual","Igual","Igual",5,10,"Católico/a no practicante","PP"
"Hombre",44,"2001-10000 habitantes","1801-2700€",3,"Tiene hijos/as menores","Trabaja","Bachillerato","Muy de acuerdo","Muy grandes","Igual","Igual","Peor",3,7,"Agnóstico/a","VOX"
"Mujer",93,"2001-10000 habitantes","Menos de 1100€",1,"Ninguno","Pensionista (no ha trabajado)","Primaria","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",6,1,"Agnóstico/a","ERC (Esquerra Republicana)"
"Mujer",51,"50001-100000 habitantes","Más de 5000€",1,"Ninguno","Trabaja","Máster oficial","Poco de acuerdo","Pequeñas","Peor","Peor","Igual",8,5,"Indiferente, no creyente","N.C."
"Hombre",89,"50001-100000 habitantes","1801-2700€",0,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Arquitectura/ingeniería técnica","Poco de acuerdo","Bastante grandes","Peor","Peor","Igual",6,3,"Católico/a no practicante","ERC (Esquerra Republicana)"
"Mujer",55,"50001-100000 habitantes","Más de 5000€",1,"Ninguno","Trabaja","Máster oficial","Nada de acuerdo",NA,"Peor","Peor","Peor",8,3,"Ateo/a","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Hombre",30,"2001-10000 habitantes","2701-3900€",1,"Ninguno","Trabaja","FP grado superior","Bastante de acuerdo","Pequeñas","Igual","Igual","Igual",5,4,"Agnóstico/a","SUMAR (Podemos, IU, Más País, etc.)"
"Mujer",40,"10001-50000 habitantes","Más de 5000€",1,"Ninguno","Trabaja","Máster oficial","Bastante de acuerdo","Pequeñas","Peor","Mejor","Igual",4,7,"Católico/a no practicante","PP"
"Hombre",19,"10001-50000 habitantes","3901-5000€",1,"Ninguno","Estudiante","Bachillerato","Poco de acuerdo","Pequeñas","Mejor","Mejor","Mejor",8,3,"Ateo/a","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Mujer",51,"2001-10000 habitantes","3901-5000€",3,"Tiene hijos/as menores","Trabaja","Licenciatura","Nada de acuerdo","Bastante grandes","Mejor","Mejor","Igual",7,3,"Católico/a no practicante","ERC (Esquerra Republicana)"
"Mujer",82,"2001-10000 habitantes","1100-1800€",4,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Primaria","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",5,2,"Católico/a no practicante","ERC (Esquerra Republicana)"
"Hombre",55,"100001-400000 habitantes","Más de 5000€",1,"Ninguno","Trabaja","Licenciatura","Muy de acuerdo","Casi inexistentes","Igual","Mejor","Mejor",5,8,"Católico/a no practicante","PP"
"Mujer",44,"100001-400000 habitantes","Más de 5000€",3,"Tiene hijos/as menores","Trabaja",NA,"Nada de acuerdo","Muy grandes","Peor","Peor","Peor",9,1,"Creyente de otra religión",NA
"Hombre",50,"100001-400000 habitantes","2701-3900€",NA,"Ninguno","Trabaja","Licenciatura","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",8,1,"Ateo/a","JUNTS (Junts per Catalunya)"
"Mujer",50,"100001-400000 habitantes","2701-3900€",1,"Ninguno","Trabaja","Bachillerato","Bastante de acuerdo","Bastante grandes","Peor","Igual","Igual",5,4,"Creyente de otra religión","ERC (Esquerra Republicana)"
"Hombre",58,"100001-400000 habitantes","3901-5000€",2,"Ninguno","Trabaja","Diplomaturas oficiales","Bastante de acuerdo","Muy grandes","Peor","Peor","Peor",8,1,"Católico/a practicante","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Mujer",44,"100001-400000 habitantes","Más de 5000€",1,"Tiene hijos/as menores","Trabaja","Máster oficial","Bastante de acuerdo","Pequeñas","Peor","Peor","Igual",6,6,"Católico/a practicante","PP"
"Hombre",33,"100001-400000 habitantes","3901-5000€",1,"Ninguno","Trabaja","Máster oficial","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",7,3,"Ateo/a","SUMAR (Podemos, IU, Más País, etc.)"
"Mujer",66,"100001-400000 habitantes","1801-2700€",3,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Bachillerato","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",5,5,"Ateo/a","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Hombre",76,"100001-400000 habitantes","1801-2700€",3,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Doctorado","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",8,4,"Agnóstico/a","SUMAR (Podemos, IU, Más País, etc.)"
"Hombre",60,"100001-400000 habitantes","Menos de 1100€",3,"Ninguno","En paro, ha trabajado antes","FP grado superior","Poco de acuerdo","Bastante grandes","Peor","Peor","Igual",5,5,"Católico/a practicante","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Mujer",54,"100001-400000 habitantes","3901-5000€",2,"Tiene hijos/as menores","Trabaja","Títulos propios posgrado","Poco de acuerdo","Bastante grandes","Peor","Peor","Igual",8,4,"Ateo/a","ERC (Esquerra Republicana)"
"Mujer",59,"100001-400000 habitantes","1100-1800€",6,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Educación secundaria","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",10,NA,"Católico/a no practicante","SUMAR (Podemos, IU, Más País, etc.)"
"Hombre",56,"100001-400000 habitantes","Más de 5000€",4,"Ninguno","Trabaja","Diplomaturas oficiales","Muy de acuerdo","Casi inexistentes","Igual","Igual","Igual",0,10,"Creyente de otra religión","PP"
"Mujer",65,"100001-400000 habitantes","2701-3900€",2,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Licenciatura","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",8,1,"Indiferente, no creyente","Otro partido"
"Hombre",20,"100001-400000 habitantes","1100-1800€",4,"Ninguno","Estudiante","Bachillerato","Poco de acuerdo","Bastante grandes","Igual","Igual","Igual",6,3,"Agnóstico/a","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Mujer",41,"100001-400000 habitantes","2701-3900€",2,"Tiene hijos/as menores","Trabaja","FP grado superior","Nada de acuerdo","Bastante grandes","Peor","Peor","Igual",8,2,"Indiferente, no creyente","SUMAR (Podemos, IU, Más País, etc.)"
"Mujer",61,"100001-400000 habitantes","Menos de 1100€",2,"Ninguno","Trabaja","FP grado medio","Poco de acuerdo","Bastante grandes","Peor","Mejor","Mejor",5,3,"Católico/a no practicante","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Mujer",40,"100001-400000 habitantes","1801-2700€",3,"Ninguno","Trabaja","Licenciatura","Nada de acuerdo","Bastante grandes","Peor","Peor","Igual",8,2,"Agnóstico/a","ERC (Esquerra Republicana)"
"Mujer",86,"100001-400000 habitantes","Menos de 1100€",7,"Ninguno","Pensionista (no ha trabajado)",NA,"Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",6,NA,"Católico/a no practicante",NA
"Hombre",48,"10001-50000 habitantes","2701-3900€",2,"Tiene hijos/as menores","Trabaja","Licenciatura","Poco de acuerdo","Pequeñas","Igual","Peor","Igual",4,4,"Agnóstico/a","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Mujer",28,"10001-50000 habitantes","Menos de 1100€",6,"Tiene hijos/as menores","Trabaja","FP grado medio","Nada de acuerdo","Pequeñas","Igual","Igual","Igual",9,6,"Creyente de otra religión","PP"
"Mujer",37,"10001-50000 habitantes","2701-3900€",2,"Tiene hijos/as menores","Trabaja","FP grado superior","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",10,5,"Creyente de otra religión","N.C."
"Mujer",63,"10001-50000 habitantes","3901-5000€",2,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Licenciatura","Nada de acuerdo","Bastante grandes","Peor","Peor","Igual",9,4,"Católico/a no practicante","ERC (Esquerra Republicana)"
"Hombre",33,"10001-50000 habitantes","1801-2700€",0,"Ninguno","Trabaja","Máster oficial","Muy de acuerdo","Pequeñas","Igual","Igual","Igual",5,3,"Agnóstico/a","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Hombre",40,"50001-100000 habitantes","Menos de 1100€",1,"Tiene hijos/as menores","En paro, ha trabajado antes","FP grado medio","Muy de acuerdo","Pequeñas","Igual","Igual","Peor",7,3,"Creyente de otra religión","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Mujer",22,"50001-100000 habitantes","1100-1800€",1,"Ninguno","Trabaja","Grado universitario","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",10,5,"Indiferente, no creyente","VOX"
"Hombre",51,"50001-100000 habitantes","3901-5000€",1,"Ninguno","Trabaja","FP grado medio","Poco de acuerdo","Muy grandes","Peor","Peor","Peor",8,3,"Católico/a no practicante","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Hombre",26,"50001-100000 habitantes","2701-3900€",1,"Ninguno","Trabaja","Grado universitario","Poco de acuerdo","Pequeñas","Igual","Mejor","Mejor",6,8,"Indiferente, no creyente","VOX"
"Hombre",36,"10001-50000 habitantes","1100-1800€",NA,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Educación secundaria","Nada de acuerdo","Bastante grandes",NA,"Igual","Mejor",5,5,"Católico/a no practicante",NA
"Hombre",68,"10001-50000 habitantes","1801-2700€",1,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Diplomaturas oficiales","Bastante de acuerdo","Pequeñas","Mejor","Mejor","Peor",5,7,"Católico/a no practicante","VOX"
"Mujer",60,"10001-50000 habitantes",NA,NA,"Ninguno","Jubilado/a o pensionista (ha trabajado)","FP grado superior","Poco de acuerdo","Casi inexistentes","Peor","Igual","Igual",0,10,"Católico/a no practicante","VOX"
"Hombre",58,"10001-50000 habitantes","1100-1800€",3,"Tiene hijos/as menores","Trabaja","Educación secundaria","Bastante de acuerdo","Bastante grandes","Mejor","Mejor","Mejor",5,NA,"Católico/a practicante","N.C."
"Mujer",44,"50001-100000 habitantes","2701-3900€",NA,"Tiene hijos/as menores","Trabaja","Bachillerato","Nada de acuerdo","Muy grandes","Peor","Peor","Peor",8,2,"Ateo/a","SUMAR (Podemos, IU, Más País, etc.)"
"Hombre",64,"2001-10000 habitantes","2701-3900€",3,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Bachillerato","Poco de acuerdo","Bastante grandes","Peor","Igual","Igual",7,3,"Indiferente, no creyente","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Hombre",42,"10001-50000 habitantes","Más de 5000€",3,"Tiene hijos/as menores","Trabaja","Máster oficial","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",7,3,"Indiferente, no creyente","N.C."
"Mujer",45,"10001-50000 habitantes","3901-5000€",2,"Tiene hijos/as menores","Trabaja","Licenciatura","Poco de acuerdo","Bastante grandes","Igual","Mejor","Igual",3,5,"Católico/a no practicante","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Hombre",33,"10001-50000 habitantes","2701-3900€",2,"Ninguno","Trabaja","Grado universitario","Muy de acuerdo","Pequeñas","Igual","Igual","Igual",4,6,"Católico/a no practicante","Otro partido"
"Mujer",58,"10001-50000 habitantes","1100-1800€",2,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Otros estudios","Nada de acuerdo","Muy grandes","Peor","Peor","Peor",7,1,"Católico/a no practicante","SUMAR (Podemos, IU, Más País, etc.)"
"Hombre",36,"10001-50000 habitantes","1801-2700€",0,"Ninguno","Trabaja","FP grado medio","Poco de acuerdo","Bastante grandes","Igual","Igual","Igual",8,3,"Indiferente, no creyente","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Mujer",62,"10001-50000 habitantes","1100-1800€",8,"Ninguno","Otra situación","Diplomaturas oficiales","Nada de acuerdo","Muy grandes","Peor","Peor","Peor",8,3,"Católico/a no practicante","N.C."
"Hombre",23,"10001-50000 habitantes","1801-2700€",2,"Ninguno","Trabaja","FP grado superior","Bastante de acuerdo","Bastante grandes","Peor","Peor","Igual",6,4,"Ateo/a","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Mujer",76,"2001-10000 habitantes","1801-2700€",3,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Educación secundaria","Bastante de acuerdo","Pequeñas","Peor","Peor","Peor",7,10,"Católico/a no practicante","PP"
"Mujer",80,"2001-10000 habitantes","1100-1800€",0,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Diplomaturas oficiales","Nada de acuerdo","Pequeñas","Peor","Peor","Peor",8,NA,"Católico/a no practicante",NA
"Mujer",52,"2001-10000 habitantes","3901-5000€",1,"Tiene hijos/as menores","Trabaja","Máster oficial","Poco de acuerdo","Muy grandes","Peor","Peor","Peor",10,3,"Ateo/a","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Hombre",62,"10001-50000 habitantes","3901-5000€",1,"Ninguno","Trabaja","Arquitectura/ingeniería técnica","Bastante de acuerdo","Casi inexistentes","Igual","Igual","Igual",3,6,"Católico/a no practicante","JUNTS (Junts per Catalunya)"
"Hombre",76,"10001-50000 habitantes","2701-3900€",1,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Educación secundaria","Nada de acuerdo","Pequeñas","Peor","Peor","Peor",6,5,"Católico/a no practicante","JUNTS (Junts per Catalunya)"
"Mujer",87,"10001-50000 habitantes",NA,6,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Educación secundaria","Bastante de acuerdo","Bastante grandes",NA,"Igual","Igual",8,7,"Católico/a no practicante","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Mujer",26,"10001-50000 habitantes","1801-2700€",6,"Ninguno","Trabaja","Grado universitario","Poco de acuerdo","Bastante grandes","Peor","Igual","Peor",10,2,"Indiferente, no creyente","ERC (Esquerra Republicana)"
"Mujer",34,"2001-10000 habitantes","3901-5000€",5,"Tiene hijos/as menores","Trabaja","FP grado medio","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",5,5,"Católico/a no practicante","JUNTS (Junts per Catalunya)"
"Hombre",40,"10001-50000 habitantes","2701-3900€",3,"Tiene hijos/as menores","Trabaja","FP grado superior","Poco de acuerdo","Bastante grandes","Peor","Igual","Igual",7,9,"Indiferente, no creyente","ERC (Esquerra Republicana)"
"Hombre",32,"10001-50000 habitantes","1100-1800€",1,"Ninguno","Trabaja","Bachillerato","Nada de acuerdo","Bastante grandes","Peor","Igual","Peor",7,3,"Agnóstico/a","Voto nulo"
"Hombre",75,"10001-50000 habitantes","3901-5000€",4,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Bachillerato","Bastante de acuerdo","Bastante grandes","Peor","Igual","Mejor",8,4,"Agnóstico/a","JUNTS (Junts per Catalunya)"
"Hombre",76,"10001-50000 habitantes","3901-5000€",3,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Arquitectura/ingeniería técnica","Nada de acuerdo","Pequeñas","Peor","Peor","Peor",8,5,"Católico/a no practicante","ERC (Esquerra Republicana)"
"Hombre",69,"10001-50000 habitantes","2701-3900€",2,"Ninguno","Trabajo doméstico no remunerado","Bachillerato","Bastante de acuerdo","Pequeñas","Igual","Igual","Igual",7,5,"Ateo/a","PP"
"Hombre",35,"10001-50000 habitantes","1801-2700€",1,"Tiene hijos/as menores","Trabaja","FP grado medio","Muy de acuerdo","Pequeñas","Igual","Igual","Igual",4,7,"Indiferente, no creyente","VOX"
"Hombre",30,"10001-50000 habitantes","1801-2700€",2,"Ninguno","Trabaja","Educación secundaria","Muy de acuerdo","Muy grandes","Mejor","Igual","Mejor",0,NA,"Agnóstico/a",NA
"Mujer",66,"10001-50000 habitantes","1801-2700€",2,"Ninguno","Jubilado/a o pensionista (ha trabajado)","FP grado superior","Bastante de acuerdo","Pequeñas","Igual","Igual","Igual",0,8,"Agnóstico/a","En blanco"
"Hombre",19,"10001-50000 habitantes","Más de 5000€",1,"Ninguno","Trabaja","Educación secundaria","Bastante de acuerdo","Pequeñas","Igual","Igual","Igual",4,7,"Indiferente, no creyente","VOX"
"Mujer",44,"10001-50000 habitantes","1801-2700€",5,"Tiene hijos/as menores","En paro, ha trabajado antes","FP grado medio","Poco de acuerdo","Muy grandes","Peor","Peor","Mejor",5,8,"Creyente de otra religión","PP"
"Mujer",52,"10001-50000 habitantes","2701-3900€",1,"Ninguno","Trabaja","Bachillerato","Poco de acuerdo","Bastante grandes","Peor","Igual","Peor",10,4,"Creyente de otra religión","SUMAR (Podemos, IU, Más País, etc.)"
"Hombre",79,"≤2000 habitantes","1801-2700€",1,"Ninguno","Jubilado/a o pensionista (ha trabajado)","FP grado medio","Nada de acuerdo","Casi inexistentes","Peor","Peor","Igual",8,2,"Indiferente, no creyente","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Hombre",41,"100001-400000 habitantes","1801-2700€",2,"Ninguno","Trabaja","Arquitectura/ingeniería","Bastante de acuerdo","Pequeñas","Igual","Igual","Igual",5,8,"Católico/a no practicante","PP"
"Mujer",35,"100001-400000 habitantes","2701-3900€",1,"Tiene hijos/as menores","Trabaja","Arquitectura/ingeniería técnica","Muy de acuerdo","Casi inexistentes","Igual","Igual","Igual",5,5,"Católico/a no practicante","Otro partido"
"Mujer",43,"100001-400000 habitantes","Menos de 1100€",3,"Tiene hijos/as menores","Trabaja","Educación secundaria","Bastante de acuerdo","Muy grandes","Peor","Peor","Peor",5,6,"Indiferente, no creyente","PP"
"Mujer",53,"100001-400000 habitantes",NA,4,NA,"Trabaja","Licenciatura","Nada de acuerdo","Bastante grandes","Peor","Peor","Igual",7,NA,NA,"N.C."
"Hombre",24,"100001-400000 habitantes","1801-2700€",1,"Ninguno","En paro, busca primer empleo","Arquitectura/ingeniería","Nada de acuerdo","Casi inexistentes","Igual","Igual","Igual",1,8,"Católico/a no practicante","VOX"
"Mujer",69,"100001-400000 habitantes","1100-1800€",3,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Educación secundaria","Muy de acuerdo","Bastante grandes","Igual","Peor","Igual",8,1,"Católico/a no practicante","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Mujer",79,"100001-400000 habitantes","Menos de 1100€",2,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Educación secundaria","Nada de acuerdo","Pequeñas","Peor","Peor","Peor",9,1,"Católico/a no practicante","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Hombre",77,"100001-400000 habitantes","3901-5000€",2,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Arquitectura/ingeniería","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",10,7,"Indiferente, no creyente","JUNTS (Junts per Catalunya)"
"Mujer",42,"2001-10000 habitantes","2701-3900€",NA,"Tiene hijos/as menores","Trabaja","FP grado superior","Regular",NA,"Peor","Peor","Igual",10,1,NA,NA
"Hombre",19,"≤2000 habitantes","Menos de 1100€",1,"Ninguno","Estudiante","Bachillerato","Poco de acuerdo","Pequeñas","Peor","Peor","Peor",6,4,"Indiferente, no creyente","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Hombre",50,"2001-10000 habitantes","Más de 5000€",2,"Tiene hijos/as menores","Trabaja","Arquitectura/ingeniería","Poco de acuerdo","Casi inexistentes","Igual","Igual","Igual",0,3,"Católico/a no practicante","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Mujer",25,"10001-50000 habitantes","1801-2700€",4,"Ninguno","En paro, ha trabajado antes","Máster oficial","Bastante de acuerdo","Bastante grandes","Igual","Peor","Peor",8,3,"Indiferente, no creyente","SUMAR (Podemos, IU, Más País, etc.)"
"Mujer",61,"10001-50000 habitantes","Menos de 1100€",2,"Ninguno","Trabajo doméstico no remunerado","FP grado superior","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",7,6,"Católico/a no practicante","PP"
"Hombre",37,"10001-50000 habitantes","2701-3900€",0,"Ninguno","Trabaja","FP grado superior","Muy de acuerdo","Casi inexistentes","Igual","Igual","Peor",5,6,"Católico/a no practicante","PP"
"Hombre",24,"10001-50000 habitantes","1100-1800€",4,"Ninguno","Trabaja","Educación secundaria","Muy de acuerdo","Pequeñas","Igual","Mejor","Mejor",5,5,"Agnóstico/a","En blanco"
"Mujer",44,"2001-10000 habitantes","2701-3900€",6,"Tiene hijos/as menores","Trabaja","FP grado superior","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",10,1,"Ateo/a","ERC (Esquerra Republicana)"
"Hombre",47,"2001-10000 habitantes","2701-3900€",1,"Tiene hijos/as menores","Trabaja","Máster oficial","Bastante de acuerdo","Bastante grandes","Peor","Igual","Igual",7,5,"Católico/a practicante","JUNTS (Junts per Catalunya)"
"Hombre",57,"≤2000 habitantes","Más de 5000€",2,"Tiene hijos/as menores","Trabaja","Diplomaturas oficiales","Poco de acuerdo","Bastante grandes","Peor","Peor","Igual",8,7,"Agnóstico/a","JUNTS (Junts per Catalunya)"
"Mujer",48,"10001-50000 habitantes","2701-3900€",2,"Tiene hijos/as menores","Trabaja","FP grado superior","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",7,6,"Católico/a no practicante","N.C."
"Hombre",37,"10001-50000 habitantes","2701-3900€",1,"Ninguno","Trabaja","Licenciatura","Regular","Bastante grandes","Peor","Peor","Peor",6,5,NA,"Voto nulo"
"Mujer",76,"10001-50000 habitantes","2701-3900€",5,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Primaria","Nada de acuerdo","Pequeñas","Peor","Peor","Peor",8,1,"Católico/a no practicante","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Mujer",78,"10001-50000 habitantes","1100-1800€",5,"Ninguno","Jubilado/a o pensionista (ha trabajado)","FP grado superior","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",5,1,"Católico/a no practicante","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Hombre",50,"10001-50000 habitantes","1100-1800€",2,"Ninguno","Trabaja","Bachillerato","Poco de acuerdo","Casi inexistentes","Peor","Peor","Mejor",10,1,"Católico/a practicante","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Mujer",54,"10001-50000 habitantes","1801-2700€",2,"Ninguno","Trabaja","Diplomaturas oficiales","Bastante de acuerdo","Casi inexistentes","Peor","Igual","Igual",7,7,"Católico/a practicante","Otro partido"
